Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	DMSO_1_1 Spectral Count	DMSO_1_2 Spectral Count	DMSO_1_3 Spectral Count	DMSO_1_4 Spectral Count	DMSO_1_5 Spectral Count	DMSO_1_6 Spectral Count	DMSO_4_1 Spectral Count	DMSO_4_2 Spectral Count	DMSO_4_3 Spectral Count	DMSO_4_4 Spectral Count	DMSO_4_5 Spectral Count	DMSO_4_6 Spectral Count	DMSO_6_1 Spectral Count	DMSO_6_2 Spectral Count	DMSO_6_3 Spectral Count	DMSO_6_4 Spectral Count	DMSO_6_5 Spectral Count	DMSO_6_6 Spectral Count	brigatinib_1 Spectral Count	brigatinib_10 Spectral Count	brigatinib_100 Spectral Count	brigatinib_1000 Spectral Count	brigatinib_10000 Spectral Count	dabrafenib_1 Spectral Count	dabrafenib_10 Spectral Count	dabrafenib_100 Spectral Count	dabrafenib_1000 Spectral Count	dabrafenib_10000 Spectral Count	methotrexate_1 Spectral Count	methotrexate_10 Spectral Count	methotrexate_100 Spectral Count	methotrexate_1000 Spectral Count	methotrexate_10000 Spectral Count	DMSO_1_1 Unique Spectral Count	DMSO_1_2 Unique Spectral Count	DMSO_1_3 Unique Spectral Count	DMSO_1_4 Unique Spectral Count	DMSO_1_5 Unique Spectral Count	DMSO_1_6 Unique Spectral Count	DMSO_4_1 Unique Spectral Count	DMSO_4_2 Unique Spectral Count	DMSO_4_3 Unique Spectral Count	DMSO_4_4 Unique Spectral Count	DMSO_4_5 Unique Spectral Count	DMSO_4_6 Unique Spectral Count	DMSO_6_1 Unique Spectral Count	DMSO_6_2 Unique Spectral Count	DMSO_6_3 Unique Spectral Count	DMSO_6_4 Unique Spectral Count	DMSO_6_5 Unique Spectral Count	DMSO_6_6 Unique Spectral Count	brigatinib_1 Unique Spectral Count	brigatinib_10 Unique Spectral Count	brigatinib_100 Unique Spectral Count	brigatinib_1000 Unique Spectral Count	brigatinib_10000 Unique Spectral Count	dabrafenib_1 Unique Spectral Count	dabrafenib_10 Unique Spectral Count	dabrafenib_100 Unique Spectral Count	dabrafenib_1000 Unique Spectral Count	dabrafenib_10000 Unique Spectral Count	methotrexate_1 Unique Spectral Count	methotrexate_10 Unique Spectral Count	methotrexate_100 Unique Spectral Count	methotrexate_1000 Unique Spectral Count	methotrexate_10000 Unique Spectral Count	DMSO_1_1 Total Spectral Count	DMSO_1_2 Total Spectral Count	DMSO_1_3 Total Spectral Count	DMSO_1_4 Total Spectral Count	DMSO_1_5 Total Spectral Count	DMSO_1_6 Total Spectral Count	DMSO_4_1 Total Spectral Count	DMSO_4_2 Total Spectral Count	DMSO_4_3 Total Spectral Count	DMSO_4_4 Total Spectral Count	DMSO_4_5 Total Spectral Count	DMSO_4_6 Total Spectral Count	DMSO_6_1 Total Spectral Count	DMSO_6_2 Total Spectral Count	DMSO_6_3 Total Spectral Count	DMSO_6_4 Total Spectral Count	DMSO_6_5 Total Spectral Count	DMSO_6_6 Total Spectral Count	brigatinib_1 Total Spectral Count	brigatinib_10 Total Spectral Count	brigatinib_100 Total Spectral Count	brigatinib_1000 Total Spectral Count	brigatinib_10000 Total Spectral Count	dabrafenib_1 Total Spectral Count	dabrafenib_10 Total Spectral Count	dabrafenib_100 Total Spectral Count	dabrafenib_1000 Total Spectral Count	dabrafenib_10000 Total Spectral Count	methotrexate_1 Total Spectral Count	methotrexate_10 Total Spectral Count	methotrexate_100 Total Spectral Count	methotrexate_1000 Total Spectral Count	methotrexate_10000 Total Spectral Count	DMSO_1_1 Intensity	DMSO_1_2 Intensity	DMSO_1_3 Intensity	DMSO_1_4 Intensity	DMSO_1_5 Intensity	DMSO_1_6 Intensity	DMSO_4_1 Intensity	DMSO_4_2 Intensity	DMSO_4_3 Intensity	DMSO_4_4 Intensity	DMSO_4_5 Intensity	DMSO_4_6 Intensity	DMSO_6_1 Intensity	DMSO_6_2 Intensity	DMSO_6_3 Intensity	DMSO_6_4 Intensity	DMSO_6_5 Intensity	DMSO_6_6 Intensity	brigatinib_1 Intensity	brigatinib_10 Intensity	brigatinib_100 Intensity	brigatinib_1000 Intensity	brigatinib_10000 Intensity	dabrafenib_1 Intensity	dabrafenib_10 Intensity	dabrafenib_100 Intensity	dabrafenib_1000 Intensity	dabrafenib_10000 Intensity	methotrexate_1 Intensity	methotrexate_10 Intensity	methotrexate_100 Intensity	methotrexate_1000 Intensity	methotrexate_10000 Intensity	DMSO_1_1 MaxLFQ Intensity	DMSO_1_2 MaxLFQ Intensity	DMSO_1_3 MaxLFQ Intensity	DMSO_1_4 MaxLFQ Intensity	DMSO_1_5 MaxLFQ Intensity	DMSO_1_6 MaxLFQ Intensity	DMSO_4_1 MaxLFQ Intensity	DMSO_4_2 MaxLFQ Intensity	DMSO_4_3 MaxLFQ Intensity	DMSO_4_4 MaxLFQ Intensity	DMSO_4_5 MaxLFQ Intensity	DMSO_4_6 MaxLFQ Intensity	DMSO_6_1 MaxLFQ Intensity	DMSO_6_2 MaxLFQ Intensity	DMSO_6_3 MaxLFQ Intensity	DMSO_6_4 MaxLFQ Intensity	DMSO_6_5 MaxLFQ Intensity	DMSO_6_6 MaxLFQ Intensity	brigatinib_1 MaxLFQ Intensity	brigatinib_10 MaxLFQ Intensity	brigatinib_100 MaxLFQ Intensity	brigatinib_1000 MaxLFQ Intensity	brigatinib_10000 MaxLFQ Intensity	dabrafenib_1 MaxLFQ Intensity	dabrafenib_10 MaxLFQ Intensity	dabrafenib_100 MaxLFQ Intensity	dabrafenib_1000 MaxLFQ Intensity	dabrafenib_10000 MaxLFQ Intensity	methotrexate_1 MaxLFQ Intensity	methotrexate_10 MaxLFQ Intensity	methotrexate_100 MaxLFQ Intensity	methotrexate_1000 MaxLFQ Intensity	methotrexate_10000 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q13595-3|TRA2A_HUMAN	Q13595-3	TRA2A_HUMAN	TRA2A	181	Homo sapiens		Isoform 3 of Transformer-2 protein homolog alpha	1	0.999	4	48	0	68	1	2	1	1	1	2	1	2	2	3	1	2	0	1	2	1	1	2	2	1	1	1	2	1	1	2	1	3	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	1	4	2	3	2	3	1	3	1	3	2	1	2	3	2	1	1	2	3	2	3	2	2	3	1	2	4	2	1	2.57E+08	2.90E+08	3.10E+08	2.42E+08	2.43E+08	3.08E+08	2.73E+08	2.93E+08	2.65E+08	3.12E+08	2.81E+08	3.23E+08	2.06E+08	2.14E+08	2.05E+08	2.58E+08	2.15E+08	2.36E+08	2.07E+08	2.42E+08	2.31E+08	2.48E+08	2.36E+08	2.42E+08	3.12E+08	2.98E+08	2.58E+08	3.05E+08	1.93E+08	2.52E+08	2.42E+08	2.56E+08	2.05E+08	2.57E+08	2.84E+08	2.84E+08	2.42E+08	2.43E+08	2.99E+08	2.08E+08	2.58E+08	1.95E+08	3.32E+08	2.57E+08	3.16E+08	1.94E+08	1.77E+08	1.77E+08	2.05E+08	1.80E+08	2.36E+08	1.78E+08	2.07E+08	2.01E+08	2.12E+08	2.20E+08	2.42E+08	3.18E+08	2.89E+08	2.58E+08	3.14E+08	1.93E+08	1.46E+08	1.79E+08	1.69E+08	1.09E+08	"sp|Q13595-4|TRA2A_HUMAN, sp|Q13595|TRA2A_HUMAN"
sp|Q13596-3|SNX1_HUMAN	Q13596-3	SNX1_HUMAN	SNX1	557	Homo sapiens		Isoform 3 of Sorting nexin-1	1	0.999	14	370	0	370	12	11	8	11	11	9	12	13	10	14	13	12	13	12	12	11	13	10	14	13	13	12	12	8	12	9	11	9	9	11	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	8	11	11	9	12	13	10	14	13	12	13	12	12	11	13	10	14	13	13	12	12	8	12	9	11	9	9	11	10	10	10	4.15E+08	4.10E+08	3.96E+08	4.57E+08	4.17E+08	4.82E+08	4.49E+08	8.24E+08	4.41E+08	5.26E+08	7.88E+08	7.89E+08	8.32E+08	4.52E+08	4.38E+08	7.66E+08	4.61E+08	4.55E+08	4.45E+08	7.54E+08	4.19E+08	7.52E+08	7.25E+08	3.91E+08	4.31E+08	4.29E+08	4.33E+08	4.25E+08	4.68E+08	4.84E+08	5.04E+08	4.56E+08	4.75E+08	1.28E+08	1.23E+08	1.27E+08	1.32E+08	1.32E+08	1.39E+08	1.41E+08	1.43E+08	1.37E+08	1.30E+08	1.29E+08	1.40E+08	1.48E+08	1.43E+08	1.40E+08	1.56E+08	1.45E+08	1.45E+08	1.50E+08	1.46E+08	1.42E+08	1.46E+08	1.43E+08	1.28E+08	1.31E+08	1.32E+08	1.39E+08	1.28E+08	1.54E+08	1.43E+08	1.54E+08	1.42E+08	1.45E+08	sp|Q13596|SNX1_HUMAN
sp|Q13601|KRR1_HUMAN	Q13601	KRR1_HUMAN	KRR1	381	Homo sapiens	1:Experimental evidence at protein level	KRR1 small subunit processome component homolog	1	0.999	10	140	53	140	3	2	4	4	4	4	3	6	3	2	3	3	6	5	5	5	5	5	5	5	5	5	5	3	3	5	5	3	6	4	7	2	5	1	1	2	2	2	2	1	4	0	1	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	2	3	2	1	1	3	0	2	3	2	4	4	4	4	3	6	3	2	3	3	6	5	5	5	5	5	5	5	5	5	5	3	3	5	5	3	6	4	7	2	5	1.60E+08	1.28E+08	1.36E+08	1.51E+08	1.43E+08	1.51E+08	1.51E+08	1.69E+08	2.20E+08	7.42E+08	1.73E+08	1.60E+08	2.61E+08	2.59E+08	2.25E+08	2.18E+08	2.49E+08	2.29E+08	2.15E+08	2.35E+08	2.22E+08	2.46E+08	2.04E+08	5.80E+07	1.46E+08	1.48E+08	1.51E+08	5.80E+07	2.25E+08	2.20E+08	1.97E+08	1.86E+08	5.68E+08	1.23E+08	7.95E+07	7.99E+07	9.05E+07	8.77E+07	9.87E+07	1.03E+08	1.19E+08	1.17E+08	1.15E+08	1.04E+08	1.20E+08	1.81E+08	1.72E+08	1.83E+08	1.57E+08	1.72E+08	1.81E+08	1.43E+08	1.73E+08	1.51E+08	1.67E+08	1.61E+08	1.08E+08	8.50E+07	9.89E+07	1.14E+08	7.69E+07	1.59E+08	1.36E+08	1.23E+08	1.15E+08	1.41E+08	
sp|Q13608|PEX6_HUMAN	Q13608	PEX6_HUMAN	PEX6	980	Homo sapiens	1:Experimental evidence at protein level	Peroxisome assembly factor 2	1	0.999	9	44	0	44	4	2	2	3	2	2	0	3	0	0	1	0	0	1	1	0	1	0	0	0	0	0	3	2	3	2	3	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	3	2	2	0	3	0	0	1	0	0	1	1	0	1	0	0	0	0	0	3	2	3	2	3	4	3	1	1	0	0	4.61E+07	2.29E+07	9922856	4.06E+07	4.12E+07	2.95E+07	1.47E+07	5.68E+07	3.18E+07	4.42E+07	2.17E+07	2.41E+07	9389265	1.05E+07	2.38E+07	1.28E+07	1.08E+07	8250019.5	8820258	7456920.5	1.73E+07	3821314.2	1.51E+07	3.82E+07	3.83E+07	3.48E+07	4.32E+07	2.08E+07	3.90E+07	1.85E+07	1.19E+07	2.97E+07	2.95E+07	2.03E+07	1.20E+07	7300031.5	1.98E+07	1.85E+07	1.52E+07	1.48E+07	1.86E+07	1.55E+07	1.43E+07	1.79E+07	1.93E+07	1.37E+07	1.54E+07	1.84E+07	1.88E+07	1.58E+07	1.21E+07	1.29E+07	1.09E+07	2.53E+07	1.68E+07	1.62E+07	1.84E+07	1.92E+07	1.84E+07	1.95E+07	1.26E+07	1.90E+07	1.79E+07	1.11E+07	1.26E+07	1.34E+07	
sp|Q13610|PWP1_HUMAN	Q13610	PWP1_HUMAN	PWP1	501	Homo sapiens	1:Experimental evidence at protein level	Periodic tryptophan protein 1 homolog	1	0.999	12	263	220	263	9	9	7	10	8	11	8	10	6	9	8	7	7	9	8	9	7	8	8	8	6	6	7	8	8	8	10	8	8	7	7	6	8	8	7	6	9	7	8	7	9	5	8	7	6	6	8	6	8	6	7	7	6	5	5	6	6	6	7	7	6	7	6	6	5	7	9	9	7	10	8	11	8	10	6	9	8	7	7	9	8	9	7	8	8	8	6	6	7	8	8	8	10	8	8	7	7	6	8	4.66E+08	4.32E+08	4.34E+08	4.82E+08	4.59E+08	4.67E+08	4.95E+08	4.19E+08	4.94E+08	5.23E+08	4.82E+08	5.41E+08	5.04E+08	4.98E+08	5.51E+08	5.93E+08	4.84E+08	4.92E+08	4.82E+08	5.12E+08	4.72E+08	4.79E+08	4.94E+08	4.13E+08	3.95E+08	4.46E+08	4.53E+08	4.16E+08	5.44E+08	5.35E+08	4.40E+08	5.66E+08	5.90E+08	1.23E+08	1.30E+08	1.23E+08	1.49E+08	1.39E+08	1.38E+08	1.60E+08	1.57E+08	1.53E+08	1.64E+08	1.71E+08	1.74E+08	1.63E+08	1.76E+08	1.75E+08	1.97E+08	1.69E+08	1.70E+08	1.68E+08	1.81E+08	1.63E+08	1.64E+08	1.70E+08	1.25E+08	1.24E+08	1.26E+08	1.29E+08	1.24E+08	1.65E+08	1.74E+08	1.61E+08	1.64E+08	1.79E+08	
sp|Q13613|MTMR1_HUMAN	Q13613	MTMR1_HUMAN	MTMR1	665	Homo sapiens	1:Experimental evidence at protein level	Myotubularin-related protein 1	1	0.999	16	248	10	308	9	7	6	7	5	6	8	9	7	9	8	8	10	7	9	10	11	8	9	5	6	8	6	8	8	3	5	6	8	7	8	10	7	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	10	9	8	9	6	8	9	11	8	11	10	10	12	9	11	12	13	10	11	7	8	9	8	10	10	4	7	8	10	9	10	12	9	2.74E+08	2.28E+08	2.99E+08	2.96E+08	2.79E+08	3.02E+08	1.53E+08	1.95E+08	2.02E+08	2.03E+08	1.38E+08	2.26E+08	3.36E+08	3.14E+08	2.67E+08	2.98E+08	3.08E+08	3.13E+08	2.85E+08	2.68E+08	3.05E+08	2.76E+08	2.85E+08	2.51E+08	2.36E+08	2.18E+08	2.92E+08	2.77E+08	3.09E+08	1.90E+08	1.79E+08	1.92E+08	1.74E+08	8.64E+07	1.01E+08	8.63E+07	9.12E+07	9.49E+07	9.34E+07	9.40E+07	9.90E+07	1.01E+08	1.08E+08	9.71E+07	1.08E+08	1.11E+08	1.01E+08	9.62E+07	1.02E+08	1.03E+08	1.12E+08	9.45E+07	1.12E+08	9.67E+07	9.62E+07	9.13E+07	8.27E+07	8.81E+07	9.36E+07	9.11E+07	8.80E+07	9.58E+07	9.97E+07	8.92E+07	9.69E+07	9.37E+07	
sp|Q13614|MTMR2_HUMAN	Q13614	MTMR2_HUMAN	MTMR2	643	Homo sapiens	1:Experimental evidence at protein level	Myotubularin-related protein 2	1	0.999	7	26	17	120	3	2	3	2	2	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	1	0	0	0	0	0	2	1	1	1	1	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	5	5	5	5	4	5	2	4	2	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	4	3	6	4	3	3	3	3	4	5.38E+07	7.12E+07	4.67E+07	2.66E+07	5.82E+07	3.35E+07	0	1.54E+07	0	1.13E+07	1.98E+07	9547756	4948694.5	1.23E+07	5522233.5	0	0	1.13E+07	0	0	1.67E+07	4.46E+07	0	2.04E+07	2.44E+07	3.69E+07	7.93E+07	3.56E+07	0	8452820	5932136.5	0	1.26E+07	1.81E+07	1.67E+07	1.69E+07	8146737.5	1.99E+07	1.80E+07	0	2.83E+07	0	2.07E+07	3.64E+07	1.75E+07	3120970.5	7739376.5	3482681.8	0	0	7139203.5	0	0	1.06E+07	2.81E+07	0	1.80E+07	1.28E+07	2.03E+07	2.51E+07	2.13E+07	0	1.55E+07	1.09E+07	0	2.31E+07	
sp|Q13615-3|MTMR3_HUMAN	Q13615-3	MTMR3_HUMAN	MTMR3	1161	Homo sapiens		Isoform C of Myotubularin-related protein 3	1	0.999	11	167	0	167	3	5	5	5	3	4	6	6	7	4	6	5	5	6	4	4	4	5	4	5	6	6	8	4	6	4	3	4	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	5	5	3	4	6	6	7	4	6	5	5	6	4	4	4	5	4	5	6	6	8	4	6	4	3	4	6	6	6	6	6	1.38E+08	1.51E+08	6.01E+07	1.55E+08	1.37E+08	1.43E+08	4.61E+07	5.71E+07	5.22E+07	4.84E+07	5.11E+07	4.51E+07	4.84E+07	5.17E+07	5.44E+07	4.31E+07	4.99E+07	4.72E+07	3.98E+07	4.03E+07	3.82E+07	5.14E+07	5.00E+07	1.68E+08	1.47E+08	1.48E+08	1.47E+08	1.56E+08	4.22E+07	4.72E+07	5.19E+07	4.92E+07	4.33E+07	2.17E+07	2.27E+07	2.36E+07	2.22E+07	2.37E+07	2.19E+07	2.09E+07	2.03E+07	2.15E+07	1.89E+07	2.15E+07	2.03E+07	1.70E+07	1.72E+07	1.77E+07	1.66E+07	1.81E+07	1.73E+07	1.76E+07	1.74E+07	1.69E+07	1.85E+07	2.06E+07	2.56E+07	2.43E+07	2.28E+07	2.36E+07	2.33E+07	1.78E+07	1.85E+07	2.02E+07	1.84E+07	1.72E+07	sp|Q13615|MTMR3_HUMAN
sp|Q13616|CUL1_HUMAN	Q13616	CUL1_HUMAN	CUL1	776	Homo sapiens	1:Experimental evidence at protein level	Cullin-1	1	0.999	21	485	485	485	19	16	15	18	16	14	14	12	14	11	14	12	12	12	15	13	15	16	16	16	16	16	13	14	15	16	16	18	12	13	13	16	17	19	16	15	18	16	14	14	12	14	11	14	12	12	12	15	13	15	16	16	16	16	16	13	14	15	16	16	18	12	13	13	16	17	19	16	15	18	16	14	14	12	14	11	14	12	12	12	15	13	15	16	16	16	16	16	13	14	15	16	16	18	12	13	13	16	17	5.06E+08	5.41E+08	5.06E+08	5.28E+08	5.15E+08	5.59E+08	4.91E+08	4.53E+08	5.22E+08	4.27E+08	4.94E+08	5.01E+08	4.64E+08	4.58E+08	4.77E+08	4.62E+08	4.77E+08	4.81E+08	4.88E+08	4.74E+08	4.65E+08	4.65E+08	4.21E+08	5.05E+08	5.11E+08	5.10E+08	5.17E+08	5.03E+08	5.44E+08	5.04E+08	4.73E+08	5.54E+08	5.47E+08	8.69E+07	9.46E+07	9.35E+07	9.29E+07	9.21E+07	9.70E+07	9.41E+07	9.10E+07	9.52E+07	8.35E+07	9.37E+07	9.37E+07	9.54E+07	9.16E+07	9.87E+07	8.78E+07	9.15E+07	9.83E+07	1.01E+08	9.01E+07	9.21E+07	9.00E+07	9.07E+07	9.24E+07	8.69E+07	8.81E+07	8.77E+07	9.06E+07	1.05E+08	1.01E+08	8.85E+07	9.53E+07	9.93E+07	
sp|Q13617-2|CUL2_HUMAN	Q13617-2	CUL2_HUMAN	CUL2	764	Homo sapiens		Isoform 2 of Cullin-2	1	0.999	17	381	0	381	12	12	10	8	11	14	11	10	10	11	13	11	11	12	12	12	11	13	15	11	11	12	12	10	11	12	10	11	14	9	9	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	10	8	11	14	11	10	10	11	13	11	11	12	12	12	11	13	15	11	11	12	12	10	11	12	10	11	14	9	9	13	17	3.41E+08	3.42E+08	3.27E+08	2.49E+08	3.20E+08	3.60E+08	4.16E+08	3.63E+08	4.55E+08	3.84E+08	4.02E+08	3.74E+08	4.03E+08	4.03E+08	3.96E+08	3.77E+08	3.97E+08	4.20E+08	3.95E+08	4.28E+08	4.30E+08	4.12E+08	3.74E+08	2.76E+08	3.38E+08	3.72E+08	3.45E+08	3.57E+08	4.83E+08	4.71E+08	4.31E+08	5.02E+08	5.19E+08	8.02E+07	8.01E+07	7.06E+07	7.44E+07	7.63E+07	7.96E+07	8.24E+07	8.44E+07	7.65E+07	7.22E+07	8.22E+07	7.52E+07	6.51E+07	6.83E+07	7.07E+07	6.75E+07	7.21E+07	7.17E+07	6.24E+07	7.37E+07	7.53E+07	7.47E+07	7.21E+07	7.20E+07	7.14E+07	7.37E+07	7.74E+07	7.72E+07	7.71E+07	7.57E+07	7.18E+07	7.94E+07	7.64E+07	sp|Q13617|CUL2_HUMAN
sp|Q13618-2|CUL3_HUMAN	Q13618-2	CUL3_HUMAN	CUL3	744	Homo sapiens		Isoform 2 of Cullin-3	1	0.999	19	519	0	519	13	14	14	14	14	15	16	17	16	15	15	16	21	16	18	17	16	20	16	17	23	17	17	14	13	13	13	13	15	18	15	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	14	14	14	15	16	17	16	15	15	16	21	16	18	17	16	20	16	17	23	17	17	14	13	13	13	13	15	18	15	15	13	4.52E+08	4.64E+08	4.82E+08	4.47E+08	4.69E+08	4.38E+08	4.64E+08	4.52E+08	5.12E+08	4.70E+08	6.16E+08	5.55E+08	2.68E+09	2.25E+09	4.30E+08	2.45E+09	2.59E+09	2.67E+09	4.66E+08	2.49E+09	2.64E+09	2.43E+09	4.74E+08	4.55E+08	4.63E+08	4.61E+08	4.20E+08	4.42E+08	5.32E+08	4.40E+08	4.43E+08	5.45E+08	4.68E+08	1.64E+08	1.68E+08	1.70E+08	1.57E+08	1.67E+08	1.61E+08	1.65E+08	1.44E+08	1.76E+08	1.53E+08	1.82E+08	1.71E+08	1.64E+08	1.51E+08	1.46E+08	1.55E+08	1.61E+08	1.62E+08	1.50E+08	1.63E+08	1.65E+08	1.61E+08	1.56E+08	1.62E+08	1.64E+08	1.63E+08	1.46E+08	1.59E+08	1.82E+08	1.58E+08	1.59E+08	1.69E+08	1.60E+08	sp|Q13618|CUL3_HUMAN
sp|Q13619|CUL4A_HUMAN	Q13619	CUL4A_HUMAN	CUL4A	759	Homo sapiens	1:Experimental evidence at protein level	Cullin-4A	1	0.999	33	664	40	664	15	17	17	19	16	17	15	17	19	18	18	16	26	24	28	27	26	29	27	25	28	24	21	17	16	16	18	16	17	19	18	18	20	0	0	0	0	0	0	1	1	2	0	2	1	2	1	3	2	2	3	3	2	1	2	2	0	0	0	0	0	2	3	1	3	1	15	17	17	19	16	17	15	17	19	18	18	16	26	24	28	27	26	29	27	25	28	24	21	17	16	16	18	16	17	19	18	18	20	6.55E+08	6.31E+08	6.60E+08	6.23E+08	6.16E+08	6.44E+08	6.69E+08	7.41E+08	7.68E+08	7.43E+08	7.25E+08	1.05E+09	8.34E+08	7.75E+08	7.99E+08	1.17E+09	1.12E+09	8.76E+08	1.20E+09	9.15E+08	8.32E+08	8.83E+08	7.98E+08	6.58E+08	6.35E+08	6.45E+08	6.49E+08	6.32E+08	1.02E+09	7.67E+08	7.27E+08	7.90E+08	1.17E+09	1.34E+08	1.34E+08	1.39E+08	1.25E+08	1.32E+08	1.30E+08	1.47E+08	1.42E+08	1.48E+08	1.40E+08	1.45E+08	1.45E+08	1.42E+08	1.42E+08	1.44E+08	1.46E+08	1.54E+08	1.44E+08	1.49E+08	1.52E+08	1.39E+08	1.50E+08	1.46E+08	1.35E+08	1.21E+08	1.29E+08	1.33E+08	1.31E+08	1.63E+08	1.60E+08	1.47E+08	1.55E+08	1.54E+08	
sp|Q13620-1|CUL4B_HUMAN	Q13620-1	CUL4B_HUMAN	CUL4B	895	Homo sapiens		Isoform 2 of Cullin-4B	1	0.999	28	379	0	505	9	11	10	10	10	11	12	9	15	11	12	10	12	12	10	13	11	11	14	13	13	12	12	9	8	10	12	10	14	13	13	14	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	14	13	12	14	15	12	18	15	15	13	18	18	16	19	16	17	19	18	19	17	16	12	9	14	15	14	17	15	15	17	17	2.42E+08	2.36E+08	2.62E+08	2.73E+08	2.58E+08	2.53E+08	2.85E+08	1.94E+08	2.69E+08	1.72E+08	2.09E+08	2.19E+08	2.69E+08	2.23E+08	2.43E+08	2.21E+08	2.67E+08	2.43E+08	2.74E+08	2.24E+08	2.55E+08	2.65E+08	2.49E+08	2.84E+08	2.78E+08	2.34E+08	2.84E+08	2.80E+08	2.90E+08	2.81E+08	2.77E+08	3.02E+08	3.08E+08	4.79E+07	5.53E+07	4.50E+07	5.66E+07	5.67E+07	5.75E+07	6.71E+07	6.85E+07	6.95E+07	5.45E+07	6.67E+07	6.63E+07	8.12E+07	7.67E+07	7.19E+07	7.37E+07	7.66E+07	7.77E+07	7.43E+07	7.24E+07	7.03E+07	7.62E+07	7.26E+07	5.24E+07	5.29E+07	4.91E+07	5.69E+07	5.60E+07	7.69E+07	7.09E+07	7.07E+07	6.95E+07	7.21E+07	sp|Q13620|CUL4B_HUMAN
sp|Q13621-3|S12A1_HUMAN	Q13621-3	S12A1_HUMAN	SLC12A1	1099	Homo sapiens		Isoform F of Solute carrier family 12 member 1	0.7804	0.9936	1	6	0	6	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2197745.8	5942348.5	2530979.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7578937	3910427	3613717.8	0	0	0	0	0	0	0	0	2197745.8	5942348.5	2530979.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7578937	3910427	3613717.8	0	0	sp|Q13621|S12A1_HUMAN
